46   9367
47   9476
48   9563
49   9767
50   9772
51   9775
52   9768
53   9662
54   9773
55   9877
56   9960
57   10070
58   10172
59   10278
60   10373
61   10482
62   10573
63   10679
64   10795
1   4935
2   5029
3   5132
4   5241
5   5336
6   5438
7   5540
8   5649
9   5737
10   5846
11   5941
12   6050
13   6168
14   6135
15   6339
16   6349
17   6445
18   6444
19   6553
20   6625
21   6740
22   6820
23   6930
24   7020
25   7205
26   7457
27   7552
28   7661
29   7763
30   7857
31   7846
32   8047
33   8157
34   8251
35   8258
36   8354
37   8463
38   8572
39   8660
40   8758
41   8863
42   8959
43   9071
44   9163
45   9343
46   9374
47   9466
48   9570
49   9775
50   9775
51   9765
52   9768
53   9669
54   9765
55   9870
56   9972
57   10070
58   10183
59   10267
60   10372
61   10475
62   10584
63   10672
64   10758
1   4928
2   5029
3   5138
4   5241
5   5335
6   5438
7   5539
8   5642
9   5743
10   5846
11   5940
12   6043
13   6198
14   6145
15   6342
16   6349
17   6436
18   6446
19   6546
20   6633
21   6725
22   6827
23   6922
24   7010
25   22972
26   7457
27   7558
28   7661
29   7756
30   7857
31   7864
32   8055
33   8156
34   8251
35   8255
36   8360
37   8451
38   8558
39   8667
40   8760
41   8963
42   8973
43   9058
44   9169
45   9399
46   9367
47   9468
48   9571
49   9768
50   9758
51   9772
52   9768
53   9673
54   9771
55   9865
56   9979
57   10074
58   10176
59   10278
60   10380
61   10475
62   10577
63   10675
64   10781
1   4942
2   5029
3   5132
4   5241
5   5336
6   5438
7   5533
8   5649
9   5737
10   5846
11   5941
12   6050
13   6191
14   6145
15   6349
16   6350
17   6434
18   6444
19   6553
20   6648
21   6740
22   6828
23   6930
24   7114
25   8469
26   7457
27   7552
28   7661
29   7763
30   7857
31   7846
32   8047
33   8154
34   8251
35   8257
36   8353
37   8463
38   8565
39   8658
40   8762
41   8953
42   8963
43   9071
44   9170
45   9334
46   9363
47   9465
48   9567
49   9773
50   9768
51   9782
52   9665
53   9665
54   9768
55   9870
56   9970
57   10070
58   10168
59   10273
60   10373
61   10475
62   10575
63   10679
64   10773
1   4935
2   5029
3   5131
4   5241
5   5335
6   5438
7   5532
8   5642
9   5736
10   5846
11   5940
12   6043
13   6141
14   6135
15   6334
16   6339
17   6440
18   6434
19   6546
20   6641
21   6725
22   6820
23   6922
24   7115
25   7346
26   7457
27   7551
28   7661
29   7756
30   7857
31   7864
32   8055
33   8149
34   8251
35   8255
36   8361
37   8451
38   8565
39   8660
40   8761
41   8856
42   8956
43   9058
44   9163
45   9253
46   9357
47   9467
48   9571
49   9775
50   9782
51   9775
52   9673
53   9669
54   9768
55   9884
56   9972
57   10070
58   10173
59   10271
60   10384
61   10465
62   10567
63   10668
64   10781
1   4935
2   5029
3   5132
4   5241
5   5336
6   5438
7   5540
8   5649
9   5737
10   5846
11   5941
12   6050
13   6129
14   6145
15   6340
16   6349
17   6451
18   6451
19   6553
20   6621
21   6736
22   6827
23   6930
24   7112
25   7348
26   7457
27   7552
28   7661
29   7763
30   7857
31   7846
32   8047
33   8164
34   8251
35   8257
36   8368
37   8463
38   8553
39   8657
40   8761
41   8861
42   8966
43   9071
44   9154
45   9265
46   9367
47   9465
48   9567
49   9764
50   9772
51   9775
52   9669
53   9669
54   9759
55   9877
56   9968
57   10071
58   10172
59   10270
60   10380
61   10472
62   10573
63   10679
64   10781
1   4928
2   5029
3   5138
4   5241
5   5335
6   5438
7   5539
8   5642
9   5743
10   5846
11   5940
12   6043
13   6143
14   6135
15   6353
16   6349
17   6444
18   6447
19   6546
20   6630
21   6721
22   6828
23   6922
24   7106
25   7354
26   7457
27   7558
28   7661
29   7756
30   7857
31   7864
32   8055
33   8157
34   8251
35   8255
36   8350
37   8466
38   8572
39   8666
40   8762
41   8863
42   8959
43   9058
44   9173
45   9255
46   9374
47   9467
48   9562
49   9782
50   9803
51   9758
52   9672
53   9666
54   9765
55   9870
56   9972
57   10081
58   10175
59   10274
60   10373
61   10489
62   10584
63   10679
64   10770
1   4942
2   5029
3   5132
4   5241
5   5336
6   5438
7   5533
8   5649
9   5737
10   5846
11   5941
12   6050
13   6145
14   6152
15   6416
16   6349
17   6447
18   6440
19   6553
20   6641
21   6736
22   6814
23   6967
24   7114
25   7355
26   7457
27   7552
28   7661
29   7763
30   7857
31   7846
32   8047
33   8155
34   8251
35   8257
36   8353
37   8456
38   8558
39   8648
40   8761
41   8860
42   8962
43   9071
44   9170
45   9272
46   9401
47   9465
48   9571
49   9775
50   9945
51   9765
52   9662
53   9658
54   9763
55   9870
56   9979
57   10074
58   10167
59   10278
60   10368
61   10472
62   10575
63   10686
64   10781
1   4935
2   5029
3   5131
4   5241
5   5335
6   5438
7   5532
8   5642
9   5736
10   5846
11   5940
12   6043
13   6137
14   6145
15   6389
16   6350
17   6440
18   6443
19   6546
20   6641
21   6721
22   6838
23   6961
24   7112
25   7347
26   7457
27   7551
28   7661
29   7756
30   7857
31   7864
32   8055
33   8157
34   8251
35   8255
36   8361
37   8463
38   8565
39   8665
40   8761
41   8862
42   8965
43   9058
44   9170
45   9261
46   9493
47   9467
48   9569
49   9764
50   9771
51   9775
52   9665
53   9666
54   9763
55   9877
56   9959
57   10064
58   10166
59   10269
60   10373
61   10472
62   10574
63   10679
64   10773
1   4935
2   5029
3   5132
4   5241
5   5336
6   5438
7   5540
8   5649
9   5737
10   5846
11   5941
12   6050
13   6138
14   6135
15   10714
16   6339
17   6503
18   6434
19   6550
20   6630
21   6736
22   6831
23   6999
24   7106
25   7348
26   7457
27   7552
28   7661
29   7763
30   7857
31   7853
32   8047
33   8153
34   8251
35   8266
36   8368
37   8461
38   8565
39   8642
40   8762
41   8860
42   8963
43   9056
44   9164
45   9272
46   9366
47   9571
48   9571
49   9766
50   9767
51   9765
52   9673
53   9662
54   9763
55   9877
56   9972
57   10071
58   10172
59   10271
60   10380
61   10482
62   10573
63   10673
64   10781
1   4928
2   5029
3   5138
4   5241
5   5335
6   5438
7   5539
8   5642
9   5743
10   5846
11   5940
12   6043
13   6144
14   6141
15   6243
16   6349
17   6492
18   6440
19   6535
20   6630
21   6721
22   6833
23   6926
24   7114
25   7354
26   7457
27   7558
28   7661
29   7756
30   7857
31   7854
32   8055
33   8171
34   8251
35   8255
36   8350
37   8463
38   8555
39   8667
40   8761
41   8862
42   8966
43   9074
44   9170
45   9272
46   9363
47   9570
48   9567
49   9772
50   9764
51   9772
52   9669
53   9669
54   9763
55   9867
56   9979
57   10081
58   10176
59   10278
60   10377
61   10475
62   10576
63   10679
64   10781
1   4942
2   5029
3   5132
4   5241
5   5336
6   5438
7   5533
8   5649
9   5737
10   5846
11   5941
12   6050
13   6145
14   6137
15   6248
16   6349
17   6482
18   6442
19   6550
20   6637
21   6736
22   6815
23   6912
24   7112
25   7355
26   7457
27   7552
28   7661
29   7763
30   7857
31   7853
32   10934
33   8157
34   8251
35   8259
36   8347
37   8453
38   8562
39   8647
40   8761
41   8860
42   8959
43   9056
44   9163
45   9255
46   9366
47   9571
48   9571
49   9775
50   9767
51   9782
52   9672
53   9673
54   9763
55   9877
56   9971
57   10074
58   10176
59   10292
60   10373
61   10475
62   10574
63   10671
64   10785
1   4935
2   5029
3   5131
4   5241
5   5335
6   5438
7   5532
8   5642
9   5736
10   5846
11   5940
12   6043
13   6137
14   6152
15   6254
16   6349
17   6444
18   6434
19   6535
20   6644
21   6750
22   6831
23   6926
24   7106
25   7347
26   7457
27   7551
28   7661
29   7756
30   7857
31   7854
32   8047
33   8153
34   8251
35   8259
36   8361
37   8463
38   8558
39   8667
40   8762
41   8862
42   9023
43   9074
44   9161
45   9272
46   9367
47   9570
48   9567
49   9767
50   9775
51   9775
52   9656
53   9661
54   9763
55   9874
56   9964
57   10064
58   10167
59   10278
60   10376
61   10465
62   10573
63   10682
64   10781
1   4935
2   5029
3   5132
4   5241
5   5336
6   5438
7   5540
8   5649
9   5737
10   5846
11   5941
12   6050
13   6138
14   6145
15   6244
16   6350
17   6435
18   6440
19   6601
20   6637
21   6808
22   6838
23   6912
24   7114
25   7348
26   7457
27   7552
28   7661
29   7763
30   7857
31   7853
32   8055
33   8155
34   8251
35   8259
36   8368
37   8456
38   8565
39   8647
40   8765
41   8860
42   9037
43   9056
44   9170
45   9269
46   9363
47   9571
48   9570
49   9765
50   9771
51   9775
52   9673
53   9669
54   9763
55   9877
56   9979
57   10072
58   10173
59   10266
60   10380
61   10472
62   10584
63   10679
64   10781
1   4928
2   5029
3   5138
4   5241
5   5335
6   5438
7   5539
8   5642
9   5743
10   5846
11   5940
12   6043
13   6144
14   6135
15   6255
16   6339
17   6434
18   6442
19   6626
20   6623
21   6745
22   6820
23   6926
24   7112
25   7354
26   7457
27   7558
28   7661
29   7756
30   7857
31   7854
32   8047
33   8154
34   8251
35   8266
36   8350
37   8463
38   8565
39   8667
40   8762
41   8871
42   8963
43   9074
44   9163
45   9272
46   9366
47   9570
48   9578
49   9767
50   9767
51   9758
52   9673
53   9666
54   9763
55   9870
56   9971
57   10068
58   10179
59   10264
60   10373
61   10489
62   10577
63   10670
64   10769
1   4942
2   5029
3   5132
4   5241
5   5336
6   5438
7   5533
8   5649
9   5737
10   5846
11   5941
12   6050
13   6145
14   6138
15   6254
16   6349
17   6440
18   6436
19   6561
20   6627
21   6754
22   6827
23   6912
24   7106
25   7355
26   7457
27   7552
28   7661
29   7763
30   7857
31   7853
32   8055
33   8157
34   8251
35   8250
36   8357
37   8456
38   8555
39   8647
40   8758
41   8871
42   8966
43   9056
44   9161
45   9261
46   9357
47   10530
48   9561
49   9775
50   9764
51   9765
52   9669
53   9658
54   9770
55   9864
56   9964
57   10070
58   10169
59   10271
60   10367
61   10482
62   10576
63   10675
64   10781
1   4935
2   5029
3   5131
4   5241
5   5335
6   5438
7   5532
8   5642
9   5736
10   5846
11   5940
12   6043
13   6137
14   6145
15   6238
16   6349
17   6451
18   6447
19   6542
20   6637
21   6721
22   6827
23   6926
24   7114
25   7347
26   7457
27   7551
28   7661
29   7756
30   7857
31   7854
32   8047
33   8156
34   8251
35   8259
36   8354
37   8463
38   8563
39   8667
40   8760
41   8864
42   8959
43   9074
44   9170
45   9272
46   9374
47   9561
48   9571
49   9768
50   9767
51   9775
52   9672
53   9666
54   9769
55   9877
56   9979
57   10074
58   10169
59   10278
60   10373
61   10472
62   10574
63   10679
64   10788
1   4935
2   5029
3   5132
4   5241
5   5336
6   5438
7   5540
8   5649
9   5737
10   5846
11   5941
12   6050
13   6138
14   6142
15   6257
16   6349
17   6444
18   6444
19   6522
20   6637
21   6740
22   6821
23   6921
24   7112
25   7348
26   7457
27   7552
28   7661
29   7763
30   7857
31   7851
32   8055
33   8154
34   8251
35   8256
36   8367
37   8456
38   8565
39   8657
40   8769
41   8864
42   8966
43   9063
44   9163
45   9272
46   9367
47   9563
48   9560
49   9773
50   9775
51   9765
52   9656
53   9673
54   9769
55   9861
56   9971
57   10066
58   10247
59   10271
60   10380
61   10472
62   10580
63   10672
64   10771
1   4928
2   5029
3   5138
4   5241
5   5335
6   5438
7   5539
8   5642
9   5743
10   5846
11   5940
12   6043
13   6144
14   6145
15   6254
16   6350
17   6446
18   6458
19   6535
20   6644
21   6721
22   6827
23   6922
24   7106
25   7354
26   7457
27   7558
28   7661
29   7756
30   7857
31   7856
32   8047
33   8149
34   8251
35   8258
36   8347
37   8463
38   8565
39   8659
40   8760
41   8864
42   8973
43   9064
44   9161
45   9265
46   9363
47   9569
48   9570
49   9775
50   9771
51   9772
52   9673
53   9669
54   9769
55   9865
56   9964
57   10074
58   10231
59   10270
60   10378
61   10482
62   10584
63   10679
64   10781
1   4942
2   5029
3   5132
4   5241
5   5336
6   5438
7   5533
8   5649
9   5737
10   5846
11   5941
12   6050
13   6145
14   6135
15   6245
16   6339
17   6445
18   6435
19   6522
20   6626
21   6740
22   6827
23   6922
24   7114
25   7355
26   7457
27   7552
28   7661
29   7763
30   7857
31   7851
32   8055
33   8164
34   8251
35   8262
36   8361
37   8456
38   8565
39   8656
40   8769
41   8862
42   8953
43   9063
44   9170
45   9265
46   9366
47   9571
48   9558
49   9764
50   9767
51   9782
52   9665
53   9669
54   9769
55   9870
56   9979
57   10070
58   10169
59   10270
60   10373
61   10475
62   10575
63   10679
64   10777
1   4935
2   5029
3   5131
4   5241
5   5335
6   5438
7   5532
8   5642
9   5736
10   5846
11   5940
12   6043
13   6137
14   6138
15   6256
16   6349
17   6436
18   6447
19   6535
20   6625
21   6721
22   6821
23   6922
24   7112
25   7347
26   7457
27   7551
28   7661
29   7756
30   7857
31   7856
32   8047
33   8157
34   8251
35   8249
36   8368
37   8463
38   8555
39   8658
40   8759
41   8863
42   8966
43   9064
44   9163
45   9270
46   9357
47   9570
48   9567
49   9782
50   9764
51   9775
52   9669
53   9669
54   9769
55   9876
56   9968
57   10070
58   10169
59   10400
60   10376
61   10465
62   10567
63   10667
64   10781
